timestamp,demand_units,cost_usd,service_availability_pct,hour,day,weekday,month,quarter,is_weekend,is_month_start,is_month_end,is_business_hour,lag_1,lag_24,lag_168,rolling_mean_6,rolling_mean_24,rolling_std_24,rolling_max_24,rolling_min_24,demand_growth_rate,usage_spike,extreme_spike,urgency_encoded,sla_encoded,low_availability_flag,cost_per_unit,is_auto_allocated,priority_score,azure_region_India-South,azure_region_India-West,azure_region_US-East,azure_region_US-West,service_type_Storage
2023-01-09 02:00:00,927,1641.08,96.01,2,9,0,1,1,0,0,0,0,405.0,823.0,596.0,572.8333333333334,555.75,282.97322810839717,999.0,141.0,1.2888888888888888,1,0,3,3,1,1.7703128371089536,0,9,True,False,False,False,True
2023-01-09 03:00:00,218,4285.63,97.74,3,9,0,1,1,0,0,0,0,927.0,786.0,572.0,555.6666666666666,532.0833333333334,286.60803664005425,999.0,141.0,-0.7648327939590076,0,0,1,3,1,19.658853211009173,0,3,False,True,False,False,True
2023-01-09 04:00:00,710,3602.29,97.98,4,9,0,1,1,0,0,0,0,218.0,752.0,964.0,619.3333333333334,530.3333333333334,285.3322497609115,999.0,141.0,2.256880733944954,0,0,3,2,1,5.0736478873239435,0,6,False,True,False,False,True
2023-01-09 05:00:00,961,4148.71,95.11,5,9,0,1,1,0,0,0,0,710.0,175.0,410.0,628.6666666666666,563.0833333333334,287.8710334230556,999.0,141.0,0.35352112676056335,1,0,2,2,1,4.317075962539022,0,4,False,False,True,False,True
2023-01-09 06:00:00,423,1078.44,96.02,6,9,0,1,1,0,0,0,0,961.0,257.0,857.0,607.3333333333334,570.0,282.1341031742052,999.0,141.0,-0.5598335067637877,0,0,1,2,1,2.5495035460992908,1,2,False,False,False,False,True
2023-01-09 07:00:00,258,269.42,96.21,7,9,0,1,1,0,0,0,0,423.0,184.0,236.0,582.8333333333334,573.0833333333334,278.1078797043033,999.0,141.0,-0.3900709219858156,0,0,2,2,1,1.044263565891473,0,4,True,False,False,False,False
2023-01-09 08:00:00,338,4267.58,96.24,8,9,0,1,1,0,0,0,1,258.0,421.0,574.0,484.6666666666667,569.625,280.5863135433126,999.0,141.0,0.31007751937984507,0,0,3,3,1,12.625976331360947,0,9,False,False,False,True,True
2023-01-09 09:00:00,495,1995.1,96.19,9,9,0,1,1,0,0,0,1,338.0,408.0,316.0,530.8333333333334,573.25,278.96473986322457,999.0,141.0,0.4644970414201184,0,0,1,1,1,4.030505050505051,0,1,False,True,False,False,True
2023-01-09 10:00:00,419,980.64,96.36,10,9,0,1,1,0,0,0,1,495.0,629.0,295.0,482.3333333333333,564.5,280.4296393191984,999.0,141.0,-0.15353535353535352,0,0,1,2,1,2.3404295942720763,0,2,False,False,True,False,True
2023-01-09 11:00:00,946,550.29,96.31,11,9,0,1,1,0,0,0,1,419.0,383.0,300.0,479.8333333333333,587.9583333333334,288.03162253424574,999.0,141.0,1.2577565632458234,1,0,2,3,1,0.5817019027484144,0,6,False,False,True,False,True
2023-01-09 12:00:00,288,2630.85,99.42,12,9,0,1,1,0,0,0,1,946.0,999.0,465.0,457.3333333333333,558.3333333333334,280.3791945805238,993.0,141.0,-0.6955602536997886,0,0,3,2,0,9.134895833333333,0,6,True,False,False,False,True
2023-01-09 13:00:00,408,835.63,96.6,13,9,0,1,1,0,0,0,1,288.0,141.0,818.0,482.3333333333333,569.4583333333334,268.12958891042854,993.0,218.0,0.41666666666666674,0,0,1,3,1,2.0481127450980394,1,3,False,True,False,False,False
2023-01-09 14:00:00,348,2876.79,96.75,14,9,0,1,1,0,0,0,1,408.0,993.0,627.0,484.0,542.5833333333334,255.87631466354426,984.0,218.0,-0.1470588235294118,0,0,2,1,1,8.266637931034483,1,2,False,False,False,False,False
2023-01-09 15:00:00,637,3663.8,96.33,15,9,0,1,1,0,0,0,1,348.0,984.0,499.0,507.6666666666667,528.125,239.10345450562136,961.0,218.0,0.8304597701149425,0,0,2,3,1,5.751648351648352,1,6,False,True,False,False,False
2023-01-09 16:00:00,800,2721.79,99.84,16,9,0,1,1,0,0,0,1,637.0,233.0,624.0,571.1666666666666,551.75,236.67465285566144,961.0,218.0,0.25588697017268447,0,0,1,2,0,3.4022375,0,2,True,False,False,False,False
2023-01-09 17:00:00,605,4528.13,97.68,17,9,0,1,1,0,0,0,1,800.0,713.0,689.0,514.3333333333334,547.25,234.49209683539632,961.0,218.0,-0.24375000000000002,0,0,1,1,1,7.484512396694215,1,1,True,False,False,False,True
2023-01-09 18:00:00,493,862.29,98.05,18,9,0,1,1,0,0,0,1,605.0,748.0,313.0,548.5,536.625,230.74770948978588,961.0,218.0,-0.18512396694214872,0,0,3,3,1,1.7490669371196754,1,9,False,True,False,False,True
2023-01-09 19:00:00,751,2520.37,98.68,19,9,0,1,1,0,0,0,1,493.0,503.0,440.0,605.6666666666666,546.9583333333334,234.695636232689,961.0,218.0,0.5233265720081135,0,0,1,3,1,3.356018641810919,0,3,True,False,False,False,True
2023-01-09 20:00:00,505,899.63,96.67,20,9,0,1,1,0,0,0,1,751.0,592.0,428.0,631.8333333333334,543.3333333333334,234.64157062776977,961.0,218.0,-0.3275632490013316,0,0,3,3,1,1.7814455445544555,0,9,False,True,False,False,False
2023-01-09 21:00:00,280,4391.92,99.84,21,9,0,1,1,0,0,0,0,505.0,321.0,218.0,572.3333333333334,541.625,236.47277856023936,961.0,218.0,-0.4455445544554455,0,0,3,1,0,15.685428571428572,1,3,False,False,False,True,False
2023-01-09 22:00:00,120,4667.97,95.76,22,9,0,1,1,0,0,0,0,280.0,328.0,524.0,459.0,532.9583333333334,248.16500106506396,961.0,120.0,-0.5714285714285714,0,0,3,3,1,38.899750000000004,1,9,False,True,False,False,False
2023-01-09 23:00:00,774,2059.98,97.29,23,9,0,1,1,0,0,0,0,120.0,905.0,792.0,487.1666666666667,527.5,240.96238205416503,961.0,120.0,5.45,0,0,3,3,1,2.661472868217054,0,9,False,True,False,False,False
2023-01-10 00:00:00,682,1598.17,95.73,0,10,1,1,1,0,0,0,0,774.0,551.0,935.0,518.6666666666666,532.9583333333334,242.99301817965465,961.0,120.0,-0.11886304909560719,0,0,1,1,1,2.343357771260997,1,1,True,False,False,False,True
2023-01-10 01:00:00,693,1468.65,98.95,1,10,1,1,1,0,0,0,0,682.0,405.0,941.0,509.0,544.9583333333334,243.50992822660754,961.0,120.0,0.016129032258064502,0,0,1,3,1,2.1192640692640694,0,3,True,False,False,False,True
2023-01-10 02:00:00,254,4312.66,95.54,2,10,1,1,1,0,0,0,0,693.0,927.0,966.0,467.1666666666667,516.9166666666666,236.24433127161168,961.0,120.0,-0.6334776334776335,0,0,3,2,1,16.978976377952755,0,6,False,False,True,False,False
2023-01-10 03:00:00,927,3443.97,97.77,3,10,1,1,1,0,0,0,0,254.0,218.0,472.0,575.0,546.4583333333334,241.51100058961524,961.0,120.0,2.6496062992125986,1,0,3,1,1,3.715177993527508,0,3,False,False,True,False,True
2023-01-10 04:00:00,966,4414.91,95.52,4,10,1,1,1,0,0,0,0,927.0,710.0,748.0,716.0,557.125,254.35960721507797,966.0,120.0,0.04207119741100329,1,0,1,3,1,4.570300207039337,1,3,False,False,False,True,False
2023-01-10 05:00:00,658,675.83,97.26,5,10,1,1,1,0,0,0,0,966.0,961.0,278.0,696.6666666666666,544.5,240.5887705645032,966.0,120.0,-0.3188405797101449,0,0,3,3,1,1.0270972644376901,1,9,False,False,True,False,False
2023-01-10 06:00:00,293,2432.54,96.4,6,10,1,1,1,0,0,0,0,658.0,423.0,531.0,631.8333333333334,539.0833333333334,244.8685391169625,966.0,120.0,-0.5547112462006079,0,0,1,1,1,8.302184300341297,1,1,False,True,False,False,False
2023-01-10 07:00:00,323,3413.28,99.52,7,10,1,1,1,0,0,0,0,293.0,258.0,819.0,570.1666666666666,541.7916666666666,241.96675646022965,966.0,120.0,0.10238907849829348,0,0,1,3,0,10.567430340557276,0,3,True,False,False,False,False
2023-01-10 08:00:00,498,4495.74,95.27,8,10,1,1,1,0,0,0,1,323.0,338.0,501.0,610.8333333333334,548.4583333333334,238.28389702141052,966.0,120.0,0.541795665634675,0,0,1,3,1,9.027590361445784,1,3,False,False,True,False,True
2023-01-10 09:00:00,848,1971.89,98.25,9,10,1,1,1,0,0,0,1,498.0,495.0,493.0,597.6666666666666,563.1666666666666,245.6223093299543,966.0,120.0,0.7028112449799198,1,0,2,1,1,2.3253419811320755,0,2,False,False,True,False,True
2023-01-10 10:00:00,379,1634.14,98.48,10,10,1,1,1,0,0,0,1,848.0,419.0,982.0,499.8333333333333,561.5,246.77608227421217,966.0,120.0,-0.5530660377358491,0,0,1,1,1,4.3117150395778365,0,1,False,False,False,True,False
2023-01-10 11:00:00,109,4573.53,99.44,11,10,1,1,1,0,0,0,1,379.0,946.0,665.0,408.3333333333333,526.625,249.20653430263508,966.0,109.0,-0.712401055408971,0,0,3,1,0,41.95899082568807,1,3,False,False,False,True,False
2023-01-10 12:00:00,475,332.91,99.39,12,10,1,1,1,0,0,0,1,109.0,288.0,178.0,438.6666666666667,534.4166666666666,244.29631271428784,966.0,109.0,3.3577981651376145,0,0,2,3,0,0.7008631578947369,0,6,False,True,False,False,True
2023-01-10 13:00:00,571,2450.02,99.89,13,10,1,1,1,0,0,0,1,475.0,408.0,882.0,480.0,541.2083333333334,242.89073928802654,966.0,109.0,0.2021052631578948,0,0,3,3,0,4.290753064798599,1,9,True,False,False,False,True
2023-01-10 14:00:00,251,2347.27,96.27,14,10,1,1,1,0,0,0,1,571.0,348.0,523.0,438.8333333333333,537.1666666666666,247.01745523020395,966.0,109.0,-0.5604203152364273,0,0,1,2,1,9.351673306772907,0,2,False,False,False,True,False
2023-01-10 15:00:00,955,815.68,96.37,15,10,1,1,1,0,0,0,1,251.0,637.0,217.0,456.6666666666667,550.4166666666666,260.7522423375454,966.0,109.0,2.804780876494024,1,0,2,3,1,0.8541151832460733,0,6,False,False,True,False,False
2023-01-10 16:00:00,715,2035.26,96.99,16,10,1,1,1,0,0,0,1,955.0,800.0,467.0,512.6666666666666,546.875,257.7751484800524,966.0,109.0,-0.25130890052356025,0,0,2,3,1,2.8465174825174824,0,6,True,False,False,False,False
2023-01-10 17:00:00,223,3640.74,97.69,17,10,1,1,1,0,0,0,1,715.0,605.0,205.0,531.6666666666666,530.9583333333334,265.70177449730085,966.0,109.0,-0.6881118881118882,0,0,3,1,1,16.326188340807175,0,3,True,False,False,False,False
2023-01-10 18:00:00,796,1897.66,96.84,18,10,1,1,1,0,0,0,1,223.0,493.0,204.0,585.1666666666666,543.5833333333334,270.96621266459977,966.0,109.0,2.569506726457399,0,0,3,1,1,2.383994974874372,0,3,False,False,True,False,False
2023-01-10 19:00:00,901,1617.34,98.7,19,10,1,1,1,0,0,0,1,796.0,751.0,402.0,640.1666666666666,549.8333333333334,277.60695810517035,966.0,109.0,0.13190954773869357,1,0,1,3,1,1.7950499445061043,1,3,False,False,False,True,True
2023-01-10 20:00:00,652,3931.29,95.04,20,10,1,1,1,0,0,0,1,901.0,505.0,729.0,707.0,555.9583333333334,278.19581454774635,966.0,109.0,-0.27635960044395114,0,0,2,3,1,6.029585889570552,0,6,False,False,True,False,True
2023-01-10 21:00:00,523,4944.71,95.09,21,10,1,1,1,0,0,0,0,652.0,280.0,993.0,635.0,566.0833333333334,272.0701502676593,966.0,109.0,-0.1978527607361963,0,0,1,1,1,9.45451242829828,1,1,True,False,False,False,False
2023-01-10 22:00:00,622,3918.83,98.58,22,10,1,1,1,0,0,0,0,523.0,120.0,840.0,619.5,587.0,255.04867395647557,966.0,109.0,0.1892925430210326,0,0,2,1,1,6.300369774919614,0,2,False,False,False,False,False
2023-01-10 23:00:00,829,4247.08,99.42,23,10,1,1,1,0,0,0,0,622.0,774.0,247.0,720.5,589.2916666666666,257.0412721329207,966.0,109.0,0.332797427652733,1,0,2,2,0,5.12313630880579,1,4,False,False,False,False,False
2023-01-11 00:00:00,612,4703.55,98.88,0,11,2,1,1,0,0,0,0,829.0,682.0,965.0,689.8333333333334,586.375,256.33975628484546,966.0,109.0,-0.26176115802171296,0,0,3,1,1,7.6855392156862745,1,3,False,True,False,False,False
2023-01-11 01:00:00,270,4028.69,95.59,1,11,2,1,1,0,0,0,0,612.0,693.0,249.0,584.6666666666666,568.75,263.1415968637418,966.0,109.0,-0.5588235294117647,0,0,3,2,1,14.921074074074074,1,6,False,False,True,False,True
2023-01-11 02:00:00,949,4903.74,99.67,2,11,2,1,1,0,0,0,0,270.0,254.0,915.0,634.1666666666666,597.7083333333334,265.2313967851087,966.0,109.0,2.5148148148148146,1,0,2,3,0,5.1672708113804005,1,6,False,False,True,False,True
2023-01-11 03:00:00,893,3761.69,97.61,3,11,2,1,1,0,0,0,0,949.0,927.0,355.0,695.8333333333334,596.2916666666666,263.48112368105603,966.0,109.0,-0.05900948366701786,1,0,2,2,1,4.212418812989922,0,4,False,True,False,False,False
2023-01-11 04:00:00,664,3341.46,98.71,4,11,2,1,1,0,0,0,0,893.0,966.0,181.0,702.8333333333334,583.7083333333334,252.01906055704998,955.0,109.0,-0.2564389697648376,0,0,2,2,1,5.032319277108434,0,4,False,True,False,False,True
2023-01-11 05:00:00,224,3497.41,96.01,5,11,2,1,1,0,0,0,0,664.0,658.0,115.0,602.0,565.625,261.8359613425435,955.0,109.0,-0.6626506024096386,0,0,1,1,1,15.6134375,1,1,False,True,False,False,False
2023-01-11 06:00:00,274,4510.4,97.74,6,11,2,1,1,0,0,0,0,224.0,293.0,292.0,545.6666666666666,564.8333333333334,262.72330736324875,955.0,109.0,0.2232142857142858,0,0,2,1,1,16.461313868613136,1,2,True,False,False,False,False
2023-01-11 07:00:00,603,3446.74,96.65,7,11,2,1,1,0,0,0,0,274.0,323.0,822.0,601.1666666666666,576.5,257.6860239836879,955.0,109.0,1.2007299270072993,0,0,3,1,1,5.715986733001658,1,3,False,False,True,False,True
2023-01-11 08:00:00,876,3829.91,99.87,8,11,2,1,1,0,0,0,1,603.0,498.0,173.0,589.0,592.25,264.15019607593814,955.0,109.0,0.45273631840796025,1,0,2,1,0,4.372043378995434,0,2,True,False,False,False,False
2023-01-11 09:00:00,876,1158.45,97.37,9,11,2,1,1,0,0,0,1,876.0,848.0,376.0,586.1666666666666,593.4166666666666,265.3878075680892,955.0,109.0,0.0,1,0,3,1,1,1.322431506849315,0,3,False,True,False,False,True
2023-01-11 10:00:00,484,4571.98,98.78,10,11,2,1,1,0,0,0,1,876.0,379.0,160.0,556.1666666666666,597.7916666666666,262.54970198896206,955.0,109.0,-0.4474885844748858,0,0,1,3,1,9.446239669421487,0,3,False,False,True,False,False
2023-01-11 11:00:00,810,2291.34,98.02,11,11,2,1,1,0,0,0,1,484.0,109.0,635.0,653.8333333333334,627.0,244.15640033815833,955.0,223.0,0.6735537190082646,1,0,1,3,1,2.828814814814815,0,3,True,False,False,False,False
2023-01-11 12:00:00,867,889.23,95.47,12,11,2,1,1,0,0,0,1,810.0,475.0,634.0,752.6666666666666,643.3333333333334,246.6450832703733,955.0,223.0,0.07037037037037042,1,0,1,3,1,1.0256401384083045,0,3,True,False,False,False,False
2023-01-11 13:00:00,783,4018.96,97.71,13,11,2,1,1,0,0,0,1,867.0,571.0,442.0,782.6666666666666,652.1666666666666,247.7357755608861,955.0,223.0,-0.09688581314878897,0,0,1,1,1,5.132771392081737,1,1,False,True,False,False,False
2023-01-11 14:00:00,670,1846.33,97.7,14,11,2,1,1,0,0,0,1,783.0,251.0,494.0,748.3333333333334,669.625,232.53308553744637,955.0,223.0,-0.14431673052362703,0,0,2,2,1,2.7557164179104476,1,4,False,False,True,False,True
2023-01-11 15:00:00,205,1002.18,98.58,15,11,2,1,1,0,0,0,1,670.0,955.0,357.0,636.5,638.375,242.68853047906293,949.0,205.0,-0.6940298507462687,0,0,3,2,1,4.888682926829268,0,6,False,True,False,False,False
2023-01-11 16:00:00,736,1355.63,96.61,16,11,2,1,1,0,0,0,1,205.0,715.0,297.0,678.5,639.25,243.01444759341067,949.0,205.0,2.5902439024390245,0,0,3,2,1,1.8418885869565218,0,6,False,False,True,False,True
2023-01-11 17:00:00,627,271.25,99.3,17,11,2,1,1,0,0,0,1,736.0,223.0,152.0,648.0,656.0833333333334,226.34850325888252,949.0,205.0,-0.14809782608695654,0,0,1,2,0,0.43261562998405106,0,2,False,False,False,False,True
2023-01-11 18:00:00,137,544.05,98.11,18,11,2,1,1,0,0,0,1,627.0,796.0,750.0,526.3333333333334,628.625,247.61028504662252,949.0,137.0,-0.7814992025518341,0,0,3,1,1,3.9711678832116784,1,3,False,False,False,True,False
2023-01-11 19:00:00,494,3003.86,95.2,19,11,2,1,1,0,0,0,1,137.0,901.0,370.0,478.1666666666667,611.6666666666666,242.01898356492032,949.0,137.0,2.605839416058394,0,0,1,2,1,6.080688259109312,0,2,False,False,False,True,True
2023-01-11 20:00:00,854,4344.47,98.53,20,11,2,1,1,0,0,0,1,494.0,652.0,300.0,508.8333333333333,620.0833333333334,246.94497128020203,949.0,137.0,0.728744939271255,1,0,3,2,1,5.087201405152225,0,6,False,False,False,True,False
2023-01-11 21:00:00,576,2297.8,99.53,21,11,2,1,1,0,0,0,0,854.0,523.0,495.0,570.6666666666666,622.2916666666666,246.2751164267608,949.0,137.0,-0.32552693208430916,0,0,1,1,0,3.9892361111111114,0,1,False,True,False,False,True
2023-01-11 22:00:00,566,3167.68,98.42,22,11,2,1,1,0,0,0,0,576.0,622.0,477.0,542.3333333333334,619.9583333333334,246.54314009425678,949.0,137.0,-0.01736111111111116,0,0,3,2,1,5.59660777385159,0,6,False,False,False,False,True
2023-01-11 23:00:00,821,4067.69,96.9,23,11,2,1,1,0,0,0,0,566.0,829.0,990.0,574.6666666666666,619.625,246.2534594769136,949.0,137.0,0.45053003533568914,1,0,2,3,1,4.954555420219245,0,6,False,False,True,False,False
2023-01-12 00:00:00,604,1848.17,97.95,0,12,3,1,1,0,0,0,0,821.0,612.0,775.0,652.5,619.2916666666666,246.2696435187266,949.0,137.0,-0.26431181485992694,0,0,2,2,1,3.059884105960265,0,4,True,False,False,False,False
2023-01-12 01:00:00,414,3306.14,95.86,1,12,3,1,1,0,0,0,0,604.0,270.0,703.0,639.1666666666666,625.2916666666666,239.03765014826828,949.0,137.0,-0.3145695364238411,0,0,2,3,1,7.985845410628019,1,6,False,False,True,False,True
2023-01-12 02:00:00,384,1817.12,98.01,2,12,3,1,1,0,0,0,0,414.0,949.0,634.0,560.8333333333334,601.75,233.52967412226707,893.0,137.0,-0.07246376811594202,0,0,2,3,1,4.732083333333333,0,6,True,False,False,False,False
2023-01-12 03:00:00,563,3249.31,97.5,3,12,3,1,1,0,0,0,0,384.0,893.0,187.0,558.6666666666666,588.0,225.20213142863474,876.0,137.0,0.46614583333333326,0,0,1,1,1,5.771420959147425,0,1,False,False,True,False,False
2023-01-12 04:00:00,779,1166.28,95.13,4,12,3,1,1,0,0,0,0,563.0,664.0,497.0,594.1666666666666,592.7916666666666,228.094370089809,876.0,137.0,0.3836589698046182,0,0,3,3,1,1.4971501925545572,0,9,False,False,False,False,True
2023-01-12 05:00:00,363,4891.41,96.61,5,12,3,1,1,0,0,0,0,779.0,224.0,281.0,517.8333333333334,598.5833333333334,219.9420707658126,876.0,137.0,-0.5340179717586649,0,0,3,2,1,13.47495867768595,0,6,True,False,False,False,True
2023-01-12 06:00:00,709,473.27,95.96,6,12,3,1,1,0,0,0,0,363.0,274.0,966.0,535.3333333333334,616.7083333333334,209.71688558971448,876.0,137.0,0.9531680440771351,0,0,2,1,1,0.6675176304654442,1,2,False,True,False,False,False
2023-01-12 07:00:00,745,2575.64,96.95,7,12,3,1,1,0,0,0,0,709.0,603.0,382.0,590.5,622.625,211.31036569977826,876.0,137.0,0.05077574047954858,0,0,2,3,1,3.457234899328859,1,6,False,False,True,False,True
2023-01-12 08:00:00,528,1502.85,96.21,8,12,3,1,1,0,0,0,1,745.0,876.0,632.0,614.5,608.125,205.01395763724736,876.0,137.0,-0.2912751677852349,0,0,2,3,1,2.846306818181818,0,6,False,False,True,False,False
2023-01-12 09:00:00,464,3044.11,99.17,9,12,3,1,1,0,0,0,1,528.0,876.0,660.0,598.0,590.9583333333334,198.762361752107,867.0,137.0,-0.12121212121212122,0,0,3,3,0,6.560581896551724,0,9,True,False,False,False,False
2023-01-12 10:00:00,280,2198.7,98.49,10,12,3,1,1,0,0,0,1,464.0,484.0,289.0,514.8333333333334,582.4583333333334,207.69647150436234,867.0,137.0,-0.39655172413793105,0,0,1,3,1,7.852499999999999,0,3,False,True,False,False,True
2023-01-12 11:00:00,833,1602.66,98.7,11,12,3,1,1,0,0,0,1,280.0,810.0,304.0,593.1666666666666,583.4166666666666,208.84192413249406,867.0,137.0,1.975,1,0,2,2,1,1.9239615846338536,0,4,False,True,False,False,False
